{'sample_size': 500, 'difference': 44, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006269512624934333, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0026559519989466, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.18329496163747638, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0053524194773422, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006280867540920578, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.002837630654727, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008471629270932042, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0027205371417405, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.011511228415247104, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0014862014343051, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.019912517247026067, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0042875172470258, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.032109756805241405, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0034203085801072, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.0622191475576145, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0034560679187454, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.12495981081110838, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.001706472550694, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006320915800273941, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0034784028043795, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008780239941710751, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.004400750793758, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 62, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.013194604167549898, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.005273796876986, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.018587078480760952, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0029620784807607, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.030441619302764816, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0026789141345618, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 40, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.06317376693874577, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.003631406172423, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.14771766761190008, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0031288386007433, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006233782408830925, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0020842685412914, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008539065958716178, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0030876924418983, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.011683931346012094, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0018747830285264, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 72, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.01699102135961378, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.001366021359614, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.03150586964781793, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0031519142879188, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.060013693088333424, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.003050984444796, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.12463903267642379, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0016864239172765, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006376033953559978, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0043602932569553, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008726278049349048, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0041069582686775, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 48, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.011474658059892512, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0014039181347574, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.018019823669219632, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0023948236692195, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.03703877010902311, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0056109811595653, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.05467559435879097, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0020705173312063, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.13598548071555405, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0023955769197221, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006364391602668265, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0041740156426888, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.00848905340394692, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0028154018659328, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.012024312259506703, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0026406400838899, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.01810735099234629, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0024823509923462, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 62, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.029298144826319903, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0021707032561422, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.058534181407571585, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0027792374013909, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.12992366504367894, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0020167134402298, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': -62, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006564917497459068, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0073824299593417, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008863801285800273, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0048556958893555, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 38, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.011940700178229723, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0024525129010167, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.01770131937394424, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0020763193739441, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.03282956575634058, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0037402236694848, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.06379899054802275, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0037462431618815, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.14728204796567018, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0031016123728542, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006491621004292822, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0062096860686813, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008766705458004807, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0043270630491363, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.012094712686028103, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0027990410435628, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.02047693761840397, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0048519376184035, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.033899605514630754, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.004215796895391, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.07116179388443646, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0050985947951006, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.20111740167161615, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.006466321979476, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006235099904901889, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0021053484784281, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008455218430318769, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0026311892317348, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.012820580469537594, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.004432243556459, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.01836341830150174, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0027384183015013, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.030654752743541815, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0027736401082412, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.08458559732291963, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0075641913450257, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.13186532109676122, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0021380669435473, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006349834547192049, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0039411027550693, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008471040158074676, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0027173297495173, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.012672360404213368, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0040987484094794, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.017577250422979137, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0019522504229788, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.029056382096301923, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.002063253153912, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.06468116912490374, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.003908275961717, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.14537809655423053, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0029826154096393, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006230295834824968, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0020284833571955, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.008627156679030573, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0035672974747212, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': -80, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.01619412085562169, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0120227094251477, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.018116497530098346, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0024914975300985, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 56, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.029718644226394697, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0023575918783978, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.07134361965044095, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0051319913643673, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 50, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.12396222023184791, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0016441231394906, 'gamma': 15.999999999999927}
