{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006930350455267347, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0132293572842739, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.5374061300855665, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0274843675053482, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.0070071845283233404, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0144587024531693, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.011418413334773465, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0187641392671005, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.01771771119025183, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.015450787678066, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.023835372372911407, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0082103723729108, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.07526660957663013, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0226011320340576, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.11179683740517059, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0125621742172768, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.20676173010000834, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0068190925062508, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.007399766538626625, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0207400146180226, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.011569118432560166, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0195846447994934, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.0173709358555044, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0146705431748844, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.02445526496569344, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0088302649656933, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.05504642239700291, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0136143821764454, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.1440289647017973, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.018482360863596, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.3317095902795988, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0146283337674746, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.008260863457017594, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0345175653122776, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.011585354142483031, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0196730392201852, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.01596835315039277, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0115147320883833, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.023686211508451252, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.008061211508451, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.06589727479698608, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0184369832431044, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.10360300215526658, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0110571840693348, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.4894116385667033, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0244847117854183, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.0072021983463031606, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0175789235408468, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.010491872539952925, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0137196393841876, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.017131505972730634, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0141318259386436, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.03210777776539717, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0164827777653969, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.06340705719593041, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0173302198648586, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.1603736647973364, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.021484448636245, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.46189917788111634, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.02276518299257, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.0065355723469757735, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0069129075516092, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.009859772280430662, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0102782046378995, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.02291165219201568, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0271371549320343, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.022914889057546493, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0072898890575461, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.061827008689300064, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0166279760841335, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.13426753740609795, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.016689445646018, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.21747261414399846, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0074885227590002, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.0068279421284684625, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0115908240554927, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.01064015701953919, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0145269659952683, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.014961128040051098, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0092484755901143, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.06084288161942077, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0452178816194198, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.07552476672622443, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0227158685449886, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.16472488726149773, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.022283652762316, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.23673335559463768, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0086923190996646, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.0075122879669334034, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0225403574709304, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.010481380047393442, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0136625135913637, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.023029326158785408, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0274019213572672, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.034397041719502065, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0187720417195014, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.04659048186284811, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0098561863834876, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.1422079046502356, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0181478804459618, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.3974472085604325, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0187369349100268, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.007468988720623799, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0218475695299776, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.011137622066526513, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0172353868066435, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.02076447920131762, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0223060157029646, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.027193078514175042, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.011568078514175, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.04590758428917685, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.009552676350745, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.10638661343703937, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0115684596108847, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.2548048459151967, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0098217872446995, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.006495012307941562, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0062639469270618, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.01017164442458687, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0119761752005278, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.01587108804493067, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.0112958856010936, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.02904654256049566, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.013421542560495, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.04211362176881854, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0078664707861416, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.17946855718725627, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.0249916737690885, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.3365009570313564, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.0149277941894597, 'gamma': 15.999999999999927}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.2, 'shap_error': 0.007380004693652644, 'shap_norm_sq': 10.239999999999993, 'weighted_error': 1.0204238250984388, 'gamma': 0.06250000000000003}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.3, 'shap_error': 0.009939761471950317, 'shap_norm_sq': 7.84000000000001, 'weighted_error': 1.0107137013472838, 'gamma': 0.18367346938775472}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.4, 'shap_error': 0.016752519732346264, 'shap_norm_sq': 5.760000000000002, 'weighted_error': 1.013279106897778, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.5, 'shap_error': 0.03835114906808696, 'shap_norm_sq': 3.999999999999991, 'weighted_error': 1.0227261490680863, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.6, 'shap_error': 0.057387678187461884, 'shap_norm_sq': 2.5599999999999956, 'weighted_error': 1.0146549403055387, 'gamma': 2.2500000000000027}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.7, 'shap_error': 0.1045873313533364, 'shap_norm_sq': 1.4400000000000075, 'weighted_error': 1.011237979228164, 'gamma': 5.444444444444414}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 16, 'alpha': 0.8, 'shap_error': 0.3876922887534702, 'shap_norm_sq': 0.640000000000003, 'weighted_error': 1.018127252422092, 'gamma': 15.999999999999927}
