{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.01012130063909045, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0343897898172814, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01728375511169489, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.037411102093376, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.02127930303819946, 'shap_norm_sq': 5.04, 'weighted_error': 1.015990676733908, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.06036785994122065, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0399596966759144, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.29686154742875764, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.1177661299229855, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.3310557840955008, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0503938362291199, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.7229268727677098, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0372109907724718, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009248273985789151, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0204213633644619, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.013917330170678071, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0190827885256168, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.023922624850444392, 'shap_norm_sq': 5.04, 'weighted_error': 1.0219381508114578, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.13474989942513307, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.1143417361598282, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.21299214222190582, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0804908387199397, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.2569476595645808, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.036782139886706, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 2.407452805661118, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.14249386157831, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.010176663676244098, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0352755984117399, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.014357017222998949, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.021476640254921, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.04708441440557797, 'shap_norm_sq': 5.04, 'weighted_error': 1.0740521773105098, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.11935458434943513, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0989464210841282, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.20389854222421977, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0764492387209685, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.3040531437752504, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.04543416759887, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.49727170751658567, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0231075429442764, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009109053418739127, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0181938342916603, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.02129535680266507, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0592520446331029, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03169515117936002, 'shap_norm_sq': 5.04, 'weighted_error': 1.039426335051518, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.044770427167453275, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0243622639021472, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.05974469798302755, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0123808635026605, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.23589018430562203, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0329144403493455, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.40473895943014804, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0173242461888738, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008620067063354771, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0103700526055095, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.016139599735639314, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0311818117126303, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03928606285457811, 'shap_norm_sq': 5.04, 'weighted_error': 1.0565058863207601, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.12067806504440537, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.1002699017790993, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.07976878648359863, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.021280458391803, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.29128244455320246, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0430885289662473, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.48358194421287765, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0222519327377937, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.0110581609814877, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.049379555295638, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.018545810291554728, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0442822914059455, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.035953092976997135, 'shap_norm_sq': 5.04, 'weighted_error': 1.0490067040962023, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04188028244017041, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0214721191748635, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.10524922697860234, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.032605098611804, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.21574451822068064, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0292142159663968, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.6928899853681155, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0353336853099964, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.010064380978519076, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0334790752481395, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01895433640586652, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0465064891394213, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03945763729035005, 'shap_norm_sq': 5.04, 'weighted_error': 1.0568919288012462, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.10360920383887467, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0832010405735693, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.08411694133610383, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.023212971659583, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.28743407087764783, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0423816848217577, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.39635834258599206, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.016800457636114, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.010159594327107753, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0350024888255591, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.013521408744267908, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0169272163151624, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.02192943433654297, 'shap_norm_sq': 5.04, 'weighted_error': 1.0174534721551802, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04325866187266645, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.02285049860736, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.06638048810561724, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0153301035571454, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.7193655118090465, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.1217160311152805, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.8306149893151387, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0439414980566855, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.01124240111645797, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.05232739745516, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01401972819244295, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0196402888663383, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.030356096291189568, 'shap_norm_sq': 5.04, 'weighted_error': 1.0364134615531357, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.06564312779276167, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0452349645274555, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.08942626273839074, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0255726700605998, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.36299461685182727, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0562601524496693, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.6854841256041087, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0348708190747458, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009367671625851046, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.022331725605451, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.0133908147254418, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0162162044348872, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.07175880300626046, 'shap_norm_sq': 5.04, 'weighted_error': 1.1295695516620463, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.05267529213930048, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0322671288739937, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.06210784223744776, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0134311498379578, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.12268090764632993, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0121208997384552, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.7414545693469045, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0383689718086708, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.013675338671974662, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.09125439834343, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01615101641325162, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0312439691796291, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03638922177798677, 'shap_norm_sq': 5.04, 'weighted_error': 1.0499879938984278, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.062381125445345395, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0419729621800378, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.13087119946703304, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.043992641939996, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.18907392637072837, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0243155358306915, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 1.1739594507037, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0654005268934716, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00977206374932902, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0288019995810973, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.013709267261555387, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0179500015759506, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03361116688957485, 'shap_norm_sq': 5.04, 'weighted_error': 1.043737370399502, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04738239079903471, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0269742275337286, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.08658151426862377, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0243083374073707, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.20750249857290956, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0277003756229286, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.45412001401981616, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0204105621007273, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008767780726178984, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0127334712107, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.021281033647654175, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0591740630113746, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.026806822724561898, 'shap_norm_sq': 5.04, 'weighted_error': 1.0284275960282239, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.04155977442345225, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.021151611158146, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.21848987721075816, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.0829342764927627, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.2215176369363788, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0302745847100967, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.44019461426496, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0195402246160485, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.009510317056897966, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.0246140525022016, 'gamma': 0.0625000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.014798935656015505, 'shap_norm_sq': 6.859999999999986, 'weighted_error': 1.0238826406124546, 'gamma': 0.18367346938775558}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.03378277102279681, 'shap_norm_sq': 5.04, 'weighted_error': 1.0441234796992511, 'gamma': 0.44444444444444486}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.06296739625964223, 'shap_norm_sq': 3.4999999999999964, 'weighted_error': 1.0425592329943358, 'gamma': 1.0000000000000018}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.1740255642459808, 'shap_norm_sq': 2.2399999999999967, 'weighted_error': 1.06317235961953, 'gamma': 2.250000000000004}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.3028055874625667, 'shap_norm_sq': 1.2599999999999971, 'weighted_error': 1.0452050246026627, 'gamma': 5.444444444444458}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.4609550473263856, 'shap_norm_sq': 0.5599999999999967, 'weighted_error': 1.0208377516823877, 'gamma': 16.000000000000096}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008552578215116895, 'shap_norm_sq': 8.959999999999997, 'weighted_error': 1.009290231033705, 'gamma': 0.0625000000000001}
